receptor,smiles,vina
ESR1_ant,c1ccc(C(c2ccccc2)c2ccc([C@H]3CCOC3)cc2)cc1,-9.90
ESR1_ant,CCCCC(C)(C)[C@@]1(c2cccc(Cc3ccccc3)c2)CCCO1,-8.80
ESR1_ant,CC1=C[C@@H]2C(=Cc3c(C)cccc3[C@H]2c2ccc(C3=CN(C)N(C)[C@H]3C)cc2)C=C1,-12.20
ESR1_ant,CC[C@@H]1CC=C2CC=CC=C2[C@H]1c1cccc(OCc2cccc3c2OCCO3)c1,-10.80
ESR1_ant,CCCCC(C)(C)[C@@](C)(O)c1cccc(Cc2cccc3ccoc23)c1,-8.80
ESR1_ant,C[C@@H]1CCC(=Cc2ccc(-c3ccccc3-c3ccccc3)cc2)O1,-10.60
ESR1_ant,CC[C@@H]1CCc2ccccc2[C@H]1c1cccc(OCc2ccccc2OC)c1,-10.50
ESR1_ant,CCCc1cccc(CC)c1-c1cccc(OCc2ccccc2)c1,-9.40
ESR1_ant,Cc1cc(O)cc2c1C[C@H](C)[C@@H](CCCCCCCc1ccccc1)C2,-10.00
ESR1_ant,COc1cc(CC(C)C)c(-c2cccc(F)c2)cc1Cc1ccc(C(=O)O)cc1,-8.70
ESR1_ant,C[C@@H]1C[C@@H]2CCc3ccccc3C[C@@H]2[C@H]1c1ccc(C=CC=CC(=O)O)cc1,-9.80
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=CC1=CC(=O)NCC1)C1=CCCO1,-9.50
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC1=Cc2ccccc2CC1)C1=CCCO1,-9.30
ESR1_ant,CC(=O)[C@H]1[C@@]2(C)CCC[C@]1(CCCCc1cccc(C)c1)[C@H](C)CC2,-8.70
ESR1_ant,C[C@@H]1CCC(=Cc2ccc(-c3ccccc3-c3ccc(F)cc3)cc2)O1,-10.80
ESR1_ant,CCCC=Cc1ccc([C@@H]2[C@H]3Cc4ccccc4CC[C@H]3C[C@H]2C)cc1,-9.40
ESR1_ant,CCCc1cc(C)cc(-c2ccc(Oc3cccc(C(C)=O)c3)cc2O)c1,-9.70
ESR1_ant,c1ccc(-c2ccc(Oc3ccccc3OC3CCCC3)cc2)cc1,-9.50
ESR1_ant,CCCN(C)C(=O)c1ccc(-c2cc(OC)ccc2-c2cccc(C)c2C)cc1,-10.20
ESR1_ant,CC(=O)Oc1ccc(Cc2cc(-c3ccccc3)cc(C(F)(F)F)c2)cc1,-10.20
ESR1_ant,COc1ccc(-c2cccc(C)c2C)c(-c2ccc(C(=O)N3CCCCC3)cc2)c1,-11.10
ESR1_ant,Cc1cc(O)cc2c1CC1=C(CCCC1)[C@@H]2c1ccc(-c2ccccc2)cc1,-11.60
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=Cc1ccn(C)c(=O)c1)C1=CCCO1,-9.00
ESR1_ant,O=C(O)Cc1cc(Cc2ccc(-c3ccccc3)cc2)cc2ccccc12,-10.40
ESR1_ant,CCCOc1ccc(Cc2cc(-c3ccccc3)cc(C(F)(F)F)c2)cc1,-9.80
ESR1_ant,C[C@@H]1CC[C@]23C=C=C[C@@]1(CCCCc1cccc(C(N)=O)c1)[C@H]2CCCC3,-10.20
ESR1_ant,CC=CC1=N[C@H](C)c2ccccc2[C@H]1c1cccc(OCc2ccccc2C)c1,-11.70
ESR1_ant,C1=C(Cc2cc3c(o2)C=C([C@H]2CCCC[C@@H]2c2ccccc2)CC3)CCCC1,-11.20
ESR1_ant,CCCc1c(C)ccc(-c2ccccc2C)c1-c1cccc(F)c1,-10.10
ESR1_ant,O=C(O)Cc1cc(Cc2ccc(-c3ccccc3CO)cc2)cc2ccccc12,-10.40
ESR1_ant,Cc1ccccc1-c1ccc(Cc2cc(CC(=O)O)c3ccccc3c2)cc1,-10.40
ESR1_ant,CCC[C@H]1CC=CC2=C1c1cccc(C=C(O)C=CCCO)c1CC2,-8.50
ESR1_ant,CCc1ccccc1COc1cccc([C@@H]2c3ccccc3C[C@@H]3CCC[C@H]32)c1,-11.60
ESR1_ant,CCc1cccc(-c2ccccc2)c1-c1cc(O)c2ccccc2c1,-10.20
ESR1_ant,CCc1cc(C=CC(C)C)c2c(c1-c1ccccc1)CC(=CC1=CCCCC1)O2,-8.90
ESR1_ant,C[C@H](O)Cc1ccc(C=C(O)c2cccc(C(=O)O)c2)cc1-c1ccccc1,-9.80
ESR1_ant,CCCC[C@@]1(C)CC[C@@H]2CCC[C@@]21c1ccc2c(c1)CC(c1ccccc1)=CC2,-9.40
ESR1_ant,CCC[C@H]1CC=CC2=C1c1cccc(C=C(O)C=C(C)O)c1CC2,-9.30
ESR1_ant,CCc1cccc(-c2ccc(F)cc2F)c1-c1ccc(C=C2CC[C@@H](C)O2)cc1,-11.10
ESR1_ant,C[C@H](O)Cc1ccc(-c2cc3c4c(cccc4c2)CCO3)cc1-c1ccccc1,-10.60
ESR1_ant,C1=Cc2cc3c(cc2Oc2ccccc21)O[C@@H]1[C@H]2C[C@@H]4CC[C@H]2C[C@]31C4,-10.20
ESR1_ant,Cc1cc(O)cc2c1CC1=C(CC(C)(C)CC1)[C@@H]2c1ccc(-c2ccccc2)cc1,-12.90
ESR1_ant,Cc1cc(O)cc2c1COc1cc(Oc3ccc4cccc(O)c4c3)ccc1-2,-10.60
ESR1_ant,Cc1cc(O)cc2c1COc1cc(Oc3ccc4ccccc4c3)ccc1-2,-10.00
ESR1_ant,CCCc1c(C)ccc(-c2ccc(OC)cc2C)c1-c1cccc(F)c1,-10.20
ESR1_ant,Cc1cc(O)cc2c1COc1cc(Oc3ccc4cc(O)ccc4c3)ccc1-2,-9.80
ESR1_ant,Cc1ccc(Oc2ccc(-c3cccc4ccccc34)cc2)cc1CC(=O)O,-10.40
ESR1_ant,C[C@@H]1C[C@@H]2CCc3ccccc3C[C@@H]2[C@H]1c1ccc(C=CCc2cnoc2)cc1,-10.00
ESR1_ant,Cc1ccc2cccc(-c3ccc(Oc4ccc(C(=O)O)cc4)cc3)c2c1,-10.40
ESR1_ant,O=C(O)Cc1cc(Cc2ccc(Oc3ccccc3)cc2)cc2ccccc12,-10.40
ESR1_ant,C[C@H](O)Cc1ccc(-c2cc3c4c(ccc(O)c4c2)CCO3)cc1-c1ccccc1,-10.50
ESR1_ant,Cc1ccc2c(c1)[C@@H](c1ccc([C@H]3CCOC3)cc1)c1ccccc1C2,-11.30
ESR1_ant,CC1=CC(=Cc2ccc(-c3cc(C)cc(C)c3-c3cccc(O)c3)c(O)c2)CC=C1,-10.80
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=CC1=CC(=O)N(C)C[C@H]1C)C1=CCCO1,-9.40
ESR1_ant,COc1ccc(-c2ccc([C@@H]3c4cc(C)ccc4C[C@]4(C)CCCC[C@@H]34)cc2)cc1,-12.10
ESR1_ant,C[C@H](O)Cc1ccc(C=C(O)c2ccccc2O)cc1-c1ccccc1,-9.40
ESR1_ant,COc1cccc(C=CC=CC(C2=CCCO2)=C2CCC(=O)CCC2=C(C)C)c1,-9.40
ESR1_ant,Cc1cc2c3c(c(C)cc(-c4ccc(OCCC(C)C)cc4)c3c1)C=CC2,-9.80
ESR1_ant,CCON=C(c1ccc(Oc2ccc(C(=O)O)cc2OC)cc1)c1cccc(O)c1,-9.00
ESR1_ant,CC=Cc1c(C)ccc(CCC)c1-c1ccc(OC2=C3C=CC(O)=C=C3CC2)cc1,-10.30
ESR1_ant,Cc1cc2c3c(c(C)cc(-c4ccc(OC5CCCCC5)cc4)c3c1)C=CC2,-10.20
ESR1_ant,CCc1ccc(C)c(-c2ccc(O)cc2)c1-c1cc(O)c2ccccc2c1,-9.50
ESR1_ant,Oc1ccc2c(c1)[C@@H](c1ccc(-c3ccccc3)cc1)c1ccccc1C2,-11.70
ESR1_ant,C1=CC2=NCc3oc(-c4ccc(-c5cccc6c5CC=CC6)cc4)cc3[C@H]2C=C1,-11.10
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=Cc1ccccc1)C1=CCCO1,-8.80
ESR1_ant,CC(C)(C)ON=C(c1ccc(Oc2ccc(C(=O)O)cc2)cc1)c1cccc(O)c1,-9.80
ESR1_ant,c1ccc(-c2ccc3ccc4ccccc4c3c2)cc1,-10.00
ESR1_ant,COc1ccccc1-c1ccc([C@H]2c3ccccc3Cc3ccc(O)cc32)cc1,-11.10
ESR1_ant,COc1ccc(-c2ccc(Cc3cc(CC(=O)O)c4ccccc4c3)cc2)c(C)c1,-10.20
ESR1_ant,Oc1ccc2c(c1)[C@@H](c1ccc(-c3ccccc3O)cc1)c1ccccc1C2,-11.30
ESR1_ant,O=C(O)Cc1cc(Cc2ccc(Oc3cccc(O)c3)cc2)cc2ccccc12,-10.80
ESR1_ant,CCc1cccc(-c2ccccc2O)c1-c1cccc(OCc2ccccc2)c1,-10.50
ESR1_ant,Cc1cc(C)c2c(c1)[C@@H](c1ccc(-c3ccccc3)cc1)C1=C(CCCC1)C2,-12.20
ESR1_ant,C[C@@H]1CC[C@]23C=C=C[C@@]1(CCCCc1cccc(C(=O)O)c1)[C@H]2CCCC3,-10.10
ESR1_ant,CCCCC(C)(C)C(=CC=O)c1cccc(Cc2ccccc2)c1,-8.10
ESR1_ant,COCc1cccc(C(O)=Cc2ccc(C[C@H](C)O)c(-c3ccccc3)c2)c1,-9.60
ESR1_ant,Oc1cccc2c1[C@@H](c1cccc(OCc3ccccc3)c1)c1ccccc1C2,-11.30
ESR1_ant,COC=CC=Cc1ccc([C@@H]2[C@H]3Cc4ccccc4CC[C@H]3C[C@H]2C)c(F)c1,-9.00
ESR1_ant,COc1ccc(C(O)=Cc2ccc(C[C@H](C)O)c(-c3ccccc3)c2)c(O)c1,-9.50
ESR1_ant,CCc1ccc(C)c(-c2ccc(C)cc2)c1-c1cc(O)c2ccccc2c1,-10.30
ESR1_ant,CCC[C@H]1CC=CC2=C1c1cccc(C=C(O)c3ccccc3C)c1CC2,-8.50
ESR1_ant,Cc1ccc2c(c1)[C@@H](c1ccc([C@H]3CCOC3)cc1)c1ccccc1O2,-11.40
ESR1_ant,C[C@H](O)Cc1ccc(C=C(O)c2cccc(C3OCCO3)c2)cc1-c1ccccc1,-8.80
ESR1_ant,COc1ccc(F)cc1-c1ccc([C@H]2c3ccccc3Cc3ccc(O)cc32)cc1,-11.30
ESR1_ant,C[C@@H]1C(=O)Oc2cc3ccccc3cc2[C@H]1c1cnn(CCCCC(=O)O)c1,-9.80
ESR1_ant,CCC[C@H]1CCCC2=C1c1cccc(C=C(O)c3ccccc3C)c1CC2,-7.80
ESR1_ant,Cc1cc(O)c2c(-c3cccc(OCc4ccccc4)c3)c3c(cc2c1)CCCC3,-11.50
ESR1_ant,COc1ccc(Oc2ccc(-c3cccc4ccc(C)cc34)cc2)cc1,-9.90
ESR1_ant,Fc1ccccc1OC=Cc1ccc(-c2ccccc2C2=CCCC2)cc1,-10.90
ESR1_ant,CCc1cccc(-c2ccccc2)c1-c1ccc(-c2cc(C(=O)O)ccc2O)cc1,-11.10
ESR1_ant,CCCCC(C)(C)C(=C(C)C)c1cccc(Cc2cccc3ccoc23)c1,-9.40
ESR1_ant,CC(=O)Oc1c2c(c3c4c(cccc14)C[C@H](C)O3)CC1=NC=C=C1C2,-8.80
ESR1_ant,CC=Cc1ccc2cc(C)cc(O)c2c1-c1cccc(OCc2ccccc2)c1,-11.30
ESR1_ant,CCc1ccc(C)c(-c2ccc(O)cc2)c1-c1cc(O)c2ccc(OC)cc2c1,-9.30
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=Cc1ccccc1C)C1=CCCO1,-9.50
ESR1_ant,COc1cccc(-c2ccc([C@H]3c4cc(C)ccc4Cc4ccc(O)cc43)cc2)c1,-11.70
ESR1_ant,CCCc1ccc(C)c(CCC)c1-c1ccc(Oc2cccc3c2CCNC3)cc1,-10.60
ESR1_ant,C[C@@H]1CC[C@]23C=C=C[C@@]1(CCCCc1ccccc1)[C@H]2CCCC3,-9.80
ESR1_ant,Cc1cccc(F)c1COc1cccc([C@H]2c3ccccc3C=C3CCCC[C@H]32)c1,-11.80
ESR1_ant,Cc1cc(O)c2c(-c3cccc(OCc4ccccc4)c3)c3c(cc2c1)CCC=C3,-11.80
ESR1_ant,CC(C)NN=C(c1ccc(Oc2ccc(C(=O)O)cc2)cc1)c1cccc(O)c1,-9.70
ESR1_ant,O=C(O)c1ccc(Oc2ccc(-c3c(C(=O)O)ccc4ccccc34)cc2O)cc1,-10.30
ESR1_ant,c1ccc(COc2cccc(C3c4ccccc4Cc4ccccc43)c2)cc1,-11.60
ESR1_ant,CCCc1ccc2cc(C)cc(O)c2c1-c1cccc(OCc2ccccc2)c1,-10.70
ESR1_ant,Cc1ccc2c(c1)[C@H](c1cccc(OCc3ccccc3)c1)c1ccccc1[C@@H]2C,-11.20
ESR1_ant,CCCC[C@H](C)Oc1ccc(-c2cc(C)c3c4c(cc(C)cc24)CC=C3)cc1,-9.50
ESR1_ant,Cc1ccc2c(c1)[C@H](c1cccc(OCc3ccccc3)c1)c1c(O)cccc1C2,-10.80
ESR1_ant,CCCCCOc1ccc(-c2cc(C)c3c4c(cc(C)cc24)CC=C3)cc1,-9.30
ESR1_ant,COc1ccc(-c2ccc([C@@H]3c4cc(C)ccc4C[C@]4(C)CC=CC[C@@H]34)cc2)cc1,-12.20
ESR1_ant,CCCc1cccc(-c2ccccc2)c1-c1cccc(OCC2=CCCC2)c1,-10.00
ESR1_ant,Cc1cc(F)c2c(c1)[C@H](c1ccc(-c3ccccc3O)cc1)c1cc(O)ccc1C2,-11.40
ESR1_ant,CC=C1C(=O)Oc2cc3ccccc3cc2[C@H]1c1ccccc1O,-11.00
ESR1_ant,CCc1ccccc1-c1coc(-c2ccc(-c3ccccc3C(C)=O)cc2)c1,-10.00
ESR1_ant,C[C@@H]1C[C@@H]2CCc3ccccc3C[C@@H]2[C@H]1c1ccc(C=CCc2ccccc2)cc1,-10.90
ESR1_ant,CCCC(=Cc1ccc(-c2cc(C)cc(C)c2-c2cccc(O)c2)c(O)c1)C(=O)O,-9.50
ESR1_ant,CCC=Cc1ccccc1-c1ccc(C)c(CCC)c1-c1cccc(F)c1,-7.80
ESR1_ant,COC(=O)c1ccc(Oc2ccc(-c3cccc4ccc(C)cc34)cc2)cc1,-10.00
ESR1_ant,CCC=CC=C[C@@H](O)O[C@H]1C[C@@H]2C[C@@]3(CC(=O)O)CC[C@H]4C[C@@H](C(F)(F)F)[C@]2(C1)[C@H]43,-9.70
ESR1_ant,CC(C)=C1CCC(=O)CCC1=C(C=CC=Cc1cccc(C)c1C)C1=CCCO1,-9.80
ESR1_ant,CCc1cccc(-c2ccccc2F)c1-c1cccc(OCc2ccccc2)c1,-10.80
ESR1_ant,C1=CC2=CCc3oc(-c4ccc(-c5cccc6c5CC=CC6)cc4)cc3[C@H]2C=C1,-11.20
ESR1_ant,COc1ccc2c(c1)OC[C@@H]2c1ccc2ccc(-c3ccccc3C(C)C)cc2c1,-10.20
ESR1_ant,CC(=O)c1ccc(NCCCC(=O)O)cc1COc1cc(C)cc2c(=O)ccoc12,-8.80
ESR1_ant,COc1ccc(C=CC=CC(C2=CCCO2)=C2CCC(=O)CCC2=C(C)C)c(C)c1,-9.40
ESR1_ant,Oc1ccc2cc(-c3ccccc3-c3ccc(-c4ccccc4)cc3)ccc2c1,-11.80
ESR1_ant,CCCCC(C)(C)C(=C(C)CC)c1cccc(Cc2cccc3ccoc23)c1,-8.80
ESR1_ant,Cc1ccccc1CCOC(=O)c1ccc2ccc3ccccc3c2c1,-10.40
ESR1_ant,CCc1cccc(-c2cccc(F)c2)c1-c1cccc(OCc2ccccc2)c1,-10.90
ESR1_ant,Cc1cccc(-c2ccc(-c3ccccc3-c3ccc4cc(O)ccc4c3)cc2)c1,-12.30
ESR1_ant,Cc1cc2c3c(c(C)cc(-c4ccc(OCCc5ccccc5)cc4)c3c1)C=CC2,-11.50
ESR1_ant,CC=C1C(=O)Oc2cc3ccccc3cc2[C@H]1c1c(C)cccc1O,-10.10
ESR1_ant,Cc1ccc2c(c1)[C@H](c1cccc(OCc3ccoc3)c1)c1c(ccc(C)c1O)C2,-10.00
ESR1_ant,CCc1ccc(OC)cc1-c1coc(-c2ccc(-c3ccccc3C(C)=O)cc2)c1,-9.80
ESR1_ant,O=C(O)NN=C(c1ccc(Oc2ccc(C(=O)O)cc2)cc1)c1cccc(O)c1,-9.60
ESR1_ant,Cc1cc(O)c2c(-c3cccc(OCc4ccccc4)c3)c3ccccc3cc2c1,-11.40
ESR1_ant,CCCc1c(C)ccc(-c2ccccc2)c1-c1cccc(OCc2ccccc2)c1,-11.00
ESR1_ant,C=C(C)ON=C(c1ccc(Oc2ccc(C(=O)O)cc2)cc1)c1cccc(O)c1,-9.60
ESR1_ant,CCCCCCn1cc([C@@H]2c3cc4ccccc4cc3OC(=O)[C@H]2C)cn1,-10.20
ESR1_ant,Cc1c(O)ccc2c1Cc1ccccc1[C@@H]2c1ccc(Cc2ccsc2)cc1,-11.10
ESR1_ant,CC=CC(=O)c1ccc([C@H]2c3ccccc3Cc3ccc(C)cc32)cc1,-11.20
ESR1_ant,CCc1ccc(C)c(-c2ccccc2)c1-c1cc(O)cc(C=Cc2ccccc2)c1,-10.50
ESR1_ant,c1cc(OCc2ccsc2)cc(C2c3ccccc3Cc3ccccc32)c1,-11.30
ESR1_ant,CCCC=CCOc1cccc([C@H]2c3cc(C)ccc3Cc3ccc(C)c(O)c32)c1,-10.10
ESR1_ant,Fc1ccccc1OC=Cc1ccc(-c2ccccc2-c2ccccc2)cc1,-11.40
ESR1_ant,Cc1cc(C)cc(CCCC[C@]23C=C=C[C@@]4(CCCC[C@@H]42)CC[C@H]3C)c1,-9.70
ESR1_ant,CCC[C@H](CC(C)C)c1ccc(-c2cc3c(ccc4cc(O)cc(OC)c43)o2)cc1,-9.10
ESR1_ant,C=CCC1=C[C@H]2[C@]3(CC=C[C@]2(CCCCc2ccccc2)[C@H](C)CC3)CC1,-9.90
ESR1_ant,O=C(Oc1ccccc1Oc1ccc(-c2ccccc2)cc1)c1ccoc1,-9.60
ESR1_ant,Oc1ccc2cc3c(cc2c1)OCc1cccc(-c2ccc(-c4ccsc4)cc2)c1-3,-11.30
ESR1_ant,C[C@@H]1CC[C@]23CC=C[C@@]1(CCCCCC(=O)O)[C@H]2C=C(C=CO)CC3,-8.50
ESR1_ant,Cc1cccc2c1Cc1ccccc1[C@@H]2c1ccc(Cc2ccsc2)cc1,-11.00
ESR1_ant,CCC[C@H](CC(C)C)c1ccc(-c2cc3c(ccc4cccc(OC)c43)o2)cc1,-9.40
ESR1_ant,CCCC[C@H](C)Oc1ccc(-c2c3ccccc3cc3ccc(C)cc23)cc1,-10.40
ESR1_ant,Cc1ccc2c(c1C)Cc1ccccc1[C@@H]2c1ccc(Cc2ccsc2)cc1,-11.40
ESR1_ant,CC(O)=C1C(=O)Oc2cc3ccccc3cc2[C@H]1c1ccccc1O,-9.90
ESR1_ant,C[C@H](O)NN=C(c1ccc(Oc2ccc(C(=O)O)cc2)cc1)c1cccc(O)c1,-9.30
ESR1_ant,CC=Cc1c(C)ccc(CCC)c1-c1ccc(Oc2cccc3ccccc23)cc1,-11.10
FEN1,O=C(OCCc1ccccc1)c1cc(O)c2c(c1)OCCO2,-5.90
FEN1,Cc1cccc(CCOC(=O)c2cc(O)c3c(c2)OCCO3)c1,-6.50
FEN1,O=C(OCCc1ccc(O)cc1)c1cc(O)c2c(c1)OCCO2,-6.20
FEN1,O=C(OCCc1cccc(O)c1)c1cc(O)c2c(c1)OCCO2,-6.20
FEN1,Cc1ccccc1CCOC(=O)c1cc(O)c2c(c1)OCCO2,-6.00
FEN1,Cc1ccc(O)cc1CCOC(=O)c1cc(O)c2c(c1)OCCO2,-6.20
FEN1,Cc1cc(O)ccc1CCOC(=O)c1cc(O)c2c(c1)OCCO2,-6.30
FEN1,COc1ccccc1COC(=O)c1cc(O)c2c(c1)OCCO2,-6.10
FEN1,C[C@@H](OC(=O)c1cc(O)c2c(c1)OCCO2)c1ccccc1,-6.50
FEN1,CC(=O)Nc1cccc(-c2nncnc2C)c1,-5.40
FEN1,COc1cccc(COC(=O)c2cc(O)c3c(c2)OCCO3)c1OC,-6.10
FEN1,COc1ccc(O)cc1COC(=O)c1cc(O)c2c(c1)OCCO2,-6.40
FEN1,CC(=O)Nc1ccc2c(c1)-c1nncnc1CC2,-5.70
FEN1,Cc1ccccc1OC[C@@H]1[C@H](O)C2=C3[C@H]1CCCN3C(=O)NC2,-6.60
FEN1,Cc1cccc(OC[C@@H]2[C@H](O)C3=C4[C@H]2CCCN4C(=O)NC3)c1C,-6.40
FEN1,CC(=O)Nc1cccc(-c2nncnc2N)c1,-6.00
FEN1,Cc1cccc(F)c1-c1ccc(C[C@@H]2N[C@@H](C(N)=O)CC2=O)cc1,-6.60
FEN1,CCCCNC(=O)c1ccc(F)c(-c2nc(=NC(C)=O)nc(N)[nH]2)c1,-7.10
FEN1,O=C(c1cc(O)c2c(c1)OC[C@@H](CO)O2)N1CCCC1,-6.10
FEN1,CC[C@H]1CN(C)CC[C@@H]1c1cncc(C(=O)O)n1,-5.90
FEN1,CC[C@]1(C)C(=O)NCN1c1cc(C(=O)Nc2ccccc2)cn1C=O,-6.60
FEN1,COc1cc2c(C(=O)OC3CCN(CCO)CC3)cccc2n(C)c1=O,-5.90
FEN1,COc1cc2c(C(=O)OC3CCN(CCN)CC3)cccc2n(C)c1=O,-6.40
FEN1,Cc1ccncc1COC[C@@H]1[C@H](O)C2=C3[C@H]1CCCN3C(=O)NC2,-6.50
FEN1,CC[C@H](O)N1CCC(OC(=O)c2cccc3c2cc(OC)c(=O)n3C)CC1,-6.60
FEN1,O=C(O)NC1=Cc2c(Cc3ccc(Cl)cc3)cccc2[C@H]2CCCN12,-7.30
FEN1,CC1(C)CNCN1c1cc(-c2cccc(Cl)c2)cn1C=O,-6.10
FEN1,CN1C[C@H](O)[C@@H]2[C@H]1OC(CCc1ccccc1O)=C1C=NCN12,-6.40
FEN1,CC(=O)Nc1cccc(C2=C(C)NNN=N2)c1,-6.40
FEN1,CCCCCC(=O)N1C(=O)[C@@H](O)c2ccc(C(=O)Nc3ccccc3)cc21,-6.80
FEN1,O=C(O[C@H]1CC[C@H](O)C1)c1cc(O)c2c(c1)OCCO2,-6.10
FEN1,O=C1NCC2=C3[C@@H](CCCN13)[C@H](COCC1CCCCC1)[C@@H]2O,-6.30
FEN1,C[C@H](C[C@H]1O[C@@H]2[C@@H]([C@@H](O)C(=O)N2C)N2CNC[C@H]12)c1ccccc1,-7.00
FEN1,O=C(O)[C@H]1CCOc2c(O)cccc21,-5.40
FEN1,COc1cc2c3c4c(c(=O)[nH]c3c1)CNC(=O)N4C(=O)O2,-6.20
FEN1,O=C(O)c1cncc(-c2cc(F)c(C(F)(F)F)cc2F)n1,-6.00
FEN1,CCC[C@]1(C)C(=O)NCN1c1cc(C(=O)Nc2ccccc2)cn1C=O,-6.60
FEN1,O=C(O)NC1=Cc2ccccc2[C@H]2CCCN12,-6.40
FEN1,CCOC(=O)c1ccc(OCC(F)(F)F)c(O)c1-c1cncc(C(=O)O)n1,-6.30
FEN1,OC1=C(O)[C@H](O)[C@@H](COC2CCCC2)c2cccnc21,-6.70
FEN1,O=C(O)NC1=C(COc2ccccc2)C=C(C(=O)O)[C@H]2CCCN12,-6.90
FEN1,CC1(C)CNCN1c1cc(-c2cccc(CN)c2)cn1C=O,-6.30
FEN1,CCCCCC(=O)N1C(=O)[C@@H](O)c2ccc(C(=O)Nc3cccc(C)c3)cc21,-6.50
FEN1,CCC[C@]1(C)C(=O)NCN1c1cc(C(=O)Nc2ccccc2C)cn1C=O,-6.90
FEN1,O=C(O)c1noc2c1CNC[C@H]2C(=O)Nc1ccccc1,-6.10
FEN1,C[C@H](C[C@H]1O[C@@H]2[C@@H]([C@@H](O)C(=O)N2C)N2CNC[C@H]12)c1ccc(Cl)cc1,-6.50
FEN1,O=c1cc2c3c(cccc3c(=O)n1O)N=CN2C[C@H]1CCNC1,-7.50
FEN1,Nc1nc(C(=O)O)cn1CCc1cccc(C(=O)O)c1,-6.70
FEN1,CCCCCC(=O)N1C(=O)[C@@H](O)c2ccc(C(=O)Nc3ccccc3F)cc21,-6.30
FEN1,Cc1cc2ccccc2cc1C=C(NCC(N)=O)C(=O)O,-6.50
FEN1,OC1=C(O)[C@H](O)[C@@H](COc2ccc(F)c(F)c2)c2cccnc21,-7.80
FEN1,Cn1c(NC(=O)O)c(Cc2ccc3ccccc3c2)c(=O)n(C)c1=O,-7.20
FEN1,O=C(OC[C@H]1c2cccnc2C(O)=C(O)[C@@H]1O)c1ccncc1,-7.00
FEN1,O=C(O)[C@H]1C[C@@H](CO)Oc2c(O)cccc21,-6.00
FEN1,CN(C1=NCN=C2NC(=O)N[C@H](C(=O)O)C[C@@H]21)c1cccc2ccccc12,-7.30
FEN1,NC(=O)c1ccc(Cc2cccc3c2C=C(NC(=O)O)N2CCC[C@H]32)cc1,-7.20
FEN1,O=C(OCCCCO)c1cc(O)c2c(c1)OCCO2,-5.50
FEN1,O=C(O)c1noc2c1CNC[C@H]2C(=O)Nc1cccc(F)c1,-6.40
FEN1,O=C(O)NC1=C(CC=Cc2ccccc2)C=C(C(=O)O)[C@H]2CCCN12,-6.60
FEN1,O=C(O)NC1=Cc2c(Cc3ccc(C(=O)O)cc3)cccc2[C@H]2CCCN12,-7.20
FEN1,COCc1cccc(OC2=CC3=C4C(=CC[C@]5(C(=O)O)NC(=O)C=C2[C@H]45)CCC3)c1,-8.50
FEN1,NCCCOC(=O)c1cc(O)c2c(c1)OCCO2,-5.70
FEN1,C[C@H](CO)COC(=O)c1cc(O)c2c(c1)OC[C@@H](O)CO2,-5.60
FEN1,CN1CCC(COC[C@@H]2[C@H](O)C3=C4[C@H]2CCCN4C(=O)NC3)CC1,-6.50
FEN1,O=C(O)[C@@H]1CNC(=O)N(C2CCCC2)C1,-5.60
FEN1,CCCCC1C=NC(C[C@H](C(N)=O)c2ccc(O)c3c2OCCO3)=N1,-6.50
FEN1,CCCCCC(=O)N1C(=O)[C@@H](O)c2ccc(C(=O)Nc3cccc(F)c3F)cc21,-6.20
FEN1,CN1OC(C(=O)O)=C(CC(=O)O)[C@@H]1CCOCc1ccccc1,-6.20
FEN1,Cc1nccc2cc(Cc3c(NC(=O)O)n(C)c(=O)n(C)c3=O)ccc12,-7.00
FEN1,O=C1NC(=O)N2N[C@@H](CO)C[C@@H]2[C@H]1N1Cc2cccc3cccc(c23)C1=O,-7.40
FEN1,O=C1C[C@H](O)[C@@H]2CN(C(=O)O)[C@H]3CCCC[C@H]3[C@H]12,-6.40
FEN1,CN1CC[C@H](c2cncc(C(=O)O)n2)[C@@H](CO)C1,-5.50
FEN1,CN1CC[C@H](c2cncc(C(=O)O)n2)[C@@H](C(=O)O)C1,-5.60
FEN1,O=C1NCc2c3c4c(cccc4[nH]c2=O)OC(=O)N13,-6.60
FEN1,CO[C@@H]1c2cc(CNC(=O)CC(C)C)cc(O)c2OC[C@H]1O,-6.10
FEN1,OC[C@@H]1Cc2nccc3ccc(O)c(c23)O1,-5.70
FEN1,O=C(O)Cc1ccccc1C1CNC(=O)NC1,-5.70
FEN1,CC(=CN(C)C1=NCN=C2NC(=O)N[C@H](C(=O)O)C[C@@H]21)c1cccnc1,-6.70
FEN1,O=C(O)c1nc2cccc3c2n1CCNC3,-5.80
FEN1,Oc1cc2ccccc2c2c1OCCO2,-5.60
FEN1,O=C(O)c1cc(C(=O)NCc2ccccc2)c(CO)c(=O)[nH]1,-6.10
